| Remove cwd: ./AgentPPO_LandMars_0
################################################################################
ID     Step    maxR |    avgR   stdR   avgS  stdS |    expR   objC   etc.
0  2.50e+07    3.47 |    3.14    0.2     95     1 |    0.03   0.00  -0.13   0.00
0  2.50e+07    3.47 |    1.63    0.9     98     3 |    0.02   0.00  -0.05   0.00
0  2.51e+07    3.47 |    2.26    1.0     94     3 |    0.02   0.00   0.04   0.00
0  2.51e+07    3.47 |    2.24    0.9     94     3 |    0.02   0.03  -0.23   0.00
0  2.51e+07    3.47 |    2.11    1.1     97     3 |    0.02   0.00  -0.02   0.00
0  2.51e+07    3.47 |    3.08    0.3     96     3 |    0.02   0.00   0.04   0.00
0  2.52e+07    3.47 |    2.71    0.9     95     3 |    0.02   0.00   0.03   0.00
0  2.52e+07    3.47 |    1.81    0.9     94     3 |    0.02   0.01   0.04   0.00
0  2.52e+07    3.47 |    2.19    1.0     95     3 |    0.02   0.01   0.13   0.00
0  2.53e+07    3.47 |    1.64    0.6     95     3 |    0.02   0.01   0.11   0.00
0  2.53e+07    3.47 |    1.15    0.1     97     3 |    0.02   0.02   0.04   0.00
0  2.53e+07    3.47 |    1.78    0.9     94     2 |    0.02   0.01   0.07   0.00
0  2.53e+07    3.47 |    1.69    1.0     97     3 |    0.02   0.01  -0.13   0.00
0  2.54e+07    3.47 |    1.30    0.0     94     1 |    0.02   0.01   0.13   0.00
0  2.54e+07    3.47 |    1.70    0.8     95     1 |    0.02   0.00  -0.07   0.00
0  2.54e+07    3.47 |    1.85    1.1     94     2 |    0.02   0.00  -0.14   0.00
0  2.55e+07    3.47 |    1.68    0.9     96     3 |    0.02   0.01   0.00   0.00
0  2.55e+07    3.47 |    2.98    1.1     94     4 |    0.02   0.00  -0.02   0.00
0  2.55e+07    3.47 |    1.60    0.6     96     3 |    0.02   0.01  -0.13   0.00
0  2.55e+07    3.47 |    2.11    0.9     96     3 |    0.02   0.00   0.02   0.00
0  2.56e+07    3.47 |    2.41    1.1     93     1 |    0.02   0.00  -0.08   0.00
0  2.56e+07    3.47 |    2.63    0.8     95     4 |    0.02   0.00   0.00   0.00
0  2.56e+07    3.47 |    1.70    0.9     96     3 |    0.02   0.01   0.04   0.00
0  2.57e+07    3.47 |    2.12    1.0     96     1 |    0.03   0.01   0.16   0.00
0  2.57e+07    3.47 |    1.53    0.7     98     3 |    0.02   0.01   0.10   0.00
0  2.57e+07    3.47 |    1.72    1.0     96     2 |    0.02   0.04  -0.01   0.00
0  2.57e+07    3.47 |    1.51    0.7     98     2 |    0.01   0.01  -0.10   0.00
0  2.58e+07    3.47 |    2.64    0.9     95     2 |    0.02   0.01   0.01   0.00
0  2.58e+07    3.47 |    1.55    0.6     97     2 |    0.02   0.02   0.05   0.00
0  2.58e+07    3.47 |    1.25    0.1     95     4 |    0.02   0.00  -0.12   0.00
0  2.58e+07    3.47 |    1.73    0.8     94     0 |    0.02   0.01   0.01   0.00
0  2.59e+07    3.47 |    1.79    1.0     95     2 |    0.02   0.00  -0.03   0.00
0  2.59e+07    3.47 |    1.68    1.0     97     4 |    0.02   0.04   0.01   0.00
0  2.59e+07    3.47 |    2.09    0.8     95     2 |    0.02   0.00   0.12   0.00
0  2.60e+07    3.47 |    1.29    0.1     94     2 |    0.02   0.01   0.09   0.00
0  2.60e+07    3.47 |    1.79    1.0     94     3 |    0.02   0.00   0.14   0.00
0  2.60e+07    3.47 |    2.01    0.7     96     3 |    0.02   0.00  -0.06   0.00
0  2.60e+07    3.47 |    2.01    0.8     97     3 |    0.02   0.00  -0.05   0.00
0  2.61e+07    3.47 |    1.11    0.1     98     2 |    0.02   0.01  -0.03   0.00
0  2.61e+07    3.47 |    1.96    0.9     98     2 |    0.02   0.02  -0.11   0.00
0  2.61e+07    3.47 |    2.07    1.0     97     2 |    0.02   0.01  -0.07   0.00
0  2.62e+07    3.47 |    1.57    0.7     97     2 |    0.02   0.02   0.10   0.00
0  2.62e+07    3.47 |    1.61    0.7     96     1 |    0.02   0.00   0.07   0.00
0  2.62e+07    3.47 |    3.30    0.4     94     4 |    0.02   0.00   0.17   0.00
0  2.62e+07    3.47 |    1.69    1.1     98     4 |    0.02   0.00   0.09   0.00
0  2.63e+07    3.47 |    2.34    1.1     94     2 |    0.03   0.02   0.19   0.00
0  2.63e+07    3.47 |    1.67    0.9     96     2 |    0.02   0.02   0.06   0.00
0  2.63e+07    3.47 |    2.84    1.0     94     2 |    0.02   0.00  -0.16   0.00
0  2.64e+07    3.47 |    2.30    0.9     93     2 |    0.02   0.00  -0.03   0.00
0  2.64e+07    3.47 |    2.23    1.0     94     2 |    0.02   0.00   0.05   0.00
0  2.64e+07    3.47 |    2.82    1.0     94     3 |    0.02   0.01  -0.02   0.00
0  2.64e+07    3.47 |    2.33    1.2     95     3 |    0.02   0.00   0.01   0.00
0  2.65e+07    3.47 |    1.17    0.1     96     3 |    0.02   0.02  -0.00   0.00
0  2.65e+07    3.47 |    2.18    1.1     96     2 |    0.02   0.02   0.08   0.00
0  2.65e+07    3.47 |    1.52    0.7     98     2 |    0.02   0.00  -0.04   0.00
0  2.66e+07    3.47 |    1.20    0.1     96     1 |    0.02   0.01  -0.07   0.00
0  2.66e+07    3.47 |    1.60    0.8     97     2 |    0.02   0.03   0.07   0.00
0  2.66e+07    3.47 |    1.74    0.8     94     2 |    0.02   0.00   0.05   0.00
0  2.66e+07    3.47 |    3.21    0.4     94     3 |    0.02   0.02  -0.14   0.00
0  2.67e+07    3.47 |    1.54    0.7     98     3 |    0.02   0.00   0.10   0.00
0  2.67e+07    3.47 |    1.64    0.6     95     4 |    0.02   0.01   0.07   0.00
0  2.67e+07    3.47 |    2.74    1.0     95     3 |    0.02   0.00   0.01   0.00
0  2.68e+07    3.47 |    2.68    1.0     95     3 |    0.02   0.01   0.04   0.00
0  2.68e+07    3.47 |    2.56    0.9     97     3 |    0.02   0.00   0.00   0.00
0  2.68e+07    3.47 |    2.43    1.2     93     2 |    0.02   0.02   0.06   0.00
0  2.68e+07    3.47 |    1.95    0.9     98     1 |    0.02   0.01  -0.06   0.00
0  2.69e+07    3.47 |    1.66    0.8     96     1 |    0.02   0.01   0.03   0.00
0  2.69e+07    3.47 |    1.21    0.1     96     3 |    0.02   0.00   0.17   0.00
0  2.69e+07    3.47 |    1.80    1.0     94     2 |    0.02   0.03  -0.17   0.00
0  2.70e+07    3.47 |    1.58    0.8     97     4 |    0.02   0.00  -0.06   0.00
0  2.70e+07    3.47 |    2.90    1.0     94     2 |    0.02   0.02  -0.12   0.00
0  2.70e+07    3.47 |    1.07    0.1     99     3 |    0.02   0.02  -0.04   0.00
0  2.70e+07    3.47 |    2.45    0.8     97     3 |    0.02   0.00  -0.12   0.00
0  2.71e+07    3.47 |    1.80    1.0     94     4 |    0.02   0.01   0.03   0.00
0  2.71e+07    3.47 |    2.27    1.1     94     3 |    0.02   0.01   0.11   0.00
0  2.71e+07    3.47 |    2.07    1.0     97     3 |    0.02   0.00   0.18   0.00
0  2.72e+07    3.47 |    2.59    0.9     96     3 |    0.02   0.00  -0.02   0.00
0  2.72e+07    3.47 |    1.67    1.1     98     3 |    0.02   0.00  -0.08   0.00
0  2.72e+07    3.47 |    2.14    1.0     96     4 |    0.02   0.00  -0.11   0.00
0  2.72e+07    3.47 |    3.34    0.2     94     2 |    0.02   0.00   0.00   0.00
0  2.73e+07    3.47 |    2.18    1.0     96     2 |    0.02   0.02   0.02   0.00
0  2.73e+07    3.47 |    1.16    0.1     97     2 |    0.02   0.01   0.18   0.00
0  2.73e+07    3.47 |    1.47    0.7     99     1 |    0.01   0.00   0.09   0.00
0  2.74e+07    3.47 |    2.46    0.6     96     3 |    0.02   0.00  -0.04   0.00
0  2.74e+07    3.47 |    1.99    0.6     96     4 |    0.02   0.00   0.13   0.00
0  2.74e+07    3.47 |    2.32    1.2     95     3 |    0.02   0.02   0.04   0.00
0  2.74e+07    3.47 |    1.72    1.0     96     3 |    0.02   0.00   0.01   0.00
0  2.75e+07    3.47 |    3.17    0.4     95     3 |    0.02   0.00   0.13   0.00
0  2.75e+07    3.47 |    2.19    0.9     95     1 |    0.02   0.00  -0.06   0.00
0  2.75e+07    3.47 |    2.29    1.3     96     5 |    0.02   0.01   0.07   0.00
0  2.76e+07    3.47 |    2.15    1.1     97     3 |    0.02   0.00   0.15   0.00
0  2.76e+07    3.47 |    2.32    1.3     96     4 |    0.02   0.01  -0.02   0.00
0  2.76e+07    3.47 |    2.14    0.9     95     3 |    0.02   0.00  -0.02   0.00
0  2.76e+07    3.47 |    1.71    0.8     94     3 |    0.02   0.00  -0.03   0.00
0  2.77e+07    3.47 |    1.75    1.0     96     4 |    0.02   0.03   0.00   0.00
0  2.77e+07    3.47 |    1.72    0.8     95     2 |    0.02   0.00  -0.01   0.00
0  2.77e+07    3.47 |    1.16    0.1     97     3 |    0.02   0.00  -0.02   0.00
0  2.78e+07    3.47 |    2.74    0.8     94     3 |    0.02   0.02   0.05   0.00
0  2.78e+07    3.47 |    2.10    0.9     96     3 |    0.02   0.00   0.03   0.00
0  2.78e+07    3.47 |    2.51    0.8     97     2 |    0.02   0.00  -0.16   0.00
0  2.78e+07    3.47 |    1.79    1.1     95     4 |    0.02   0.00   0.06   0.00
0  2.79e+07    3.47 |    2.22    0.9     94     2 |    0.02   0.05  -0.10   0.00
0  2.79e+07    3.47 |    2.06    1.0     97     2 |    0.02   0.01  -0.00   0.00
0  2.79e+07    3.47 |    1.81    1.1     95     4 |    0.02   0.00  -0.23   0.00
0  2.80e+07    3.47 |    2.22    1.1     96     3 |    0.02   0.00   0.02   0.00
0  2.80e+07    3.47 |    2.54    0.9     96     2 |    0.02   0.01  -0.06   0.00
0  2.80e+07    3.47 |    1.19    0.1     96     3 |    0.02   0.01   0.01   0.00
0  2.80e+07    3.47 |    2.10    1.1     98     4 |    0.02   0.04  -0.13   0.00
0  2.81e+07    3.47 |    2.13    0.9     96     4 |    0.02   0.00  -0.06   0.00
0  2.81e+07    3.47 |    2.72    0.8     94     2 |    0.02   0.00   0.14   0.00
0  2.81e+07    3.47 |    1.65    0.8     96     0 |    0.02   0.02   0.08   0.00
0  2.82e+07    3.47 |    1.94    0.9     99     1 |    0.01   0.00  -0.02   0.00
0  2.82e+07    3.47 |    1.55    0.8     98     2 |    0.02   0.02  -0.05   0.00
0  2.82e+07    3.47 |    2.25    1.1     95     4 |    0.02   0.02   0.01   0.00
0  2.82e+07    3.47 |    1.55    0.7     97     2 |    0.02   0.00  -0.10   0.00
0  2.83e+07    3.47 |    1.55    0.6     97     3 |    0.02   0.01  -0.11   0.00
0  2.83e+07    3.47 |    1.57    0.7     97     3 |    0.02   0.03  -0.03   0.00
0  2.83e+07    3.47 |    2.16    1.0     96     4 |    0.02   0.01  -0.02   0.00
0  2.84e+07    3.47 |    2.23    1.0     94     2 |    0.02   0.02  -0.07   0.00
0  2.84e+07    3.47 |    1.58    0.6     96     3 |    0.02   0.02  -0.18   0.00
0  2.84e+07    3.47 |    1.20    0.1     96     4 |    0.02   0.00   0.09   0.00
0  2.84e+07    3.47 |    2.69    1.0     96     4 |    0.02   0.02   0.04   0.00
0  2.85e+07    3.47 |    2.17    1.0     96     2 |    0.03   0.00   0.18   0.00
0  2.85e+07    3.47 |    1.83    0.8     93     1 |    0.02   0.05  -0.12   0.00
0  2.85e+07    3.47 |    2.54    0.9     96     2 |    0.02   0.00  -0.07   0.00
0  2.85e+07    3.47 |    1.23    0.1     95     4 |    0.02   0.01  -0.00   0.00
0  2.86e+07    3.47 |    1.54    0.7     98     1 |    0.02   0.00   0.07   0.00
0  2.86e+07    3.47 |    3.35    0.4     94     3 |    0.02   0.00  -0.02   0.00
0  2.86e+07    3.47 |    2.01    0.9     98     1 |    0.02   0.00  -0.10   0.00
0  2.87e+07    3.47 |    2.01    0.9     98     2 |    0.02   0.00  -0.09   0.00
0  2.87e+07    3.47 |    1.25    0.1     94     3 |    0.02   0.01   0.07   0.00
0  2.87e+07    3.47 |    1.74    0.9     95     3 |    0.02   0.01  -0.04   0.00
0  2.87e+07    3.47 |    1.75    1.0     96     4 |    0.02   0.02  -0.08   0.00
0  2.88e+07    3.47 |    2.68    0.9     96     3 |    0.02   0.01   0.02   0.00
0  2.88e+07    3.47 |    2.87    0.9     93     2 |    0.02   0.03  -0.06   0.00
0  2.88e+07    3.47 |    2.55    0.9     97     3 |    0.02   0.00  -0.04   0.00
0  2.89e+07    3.47 |    2.27    1.0     94     1 |    0.02   0.03   0.01   0.00
0  2.89e+07    3.47 |    1.96    0.7     97     3 |    0.02   0.01   0.02   0.00
0  2.89e+07    3.47 |    1.17    0.1     96     4 |    0.03   0.00  -0.00   0.00
0  2.89e+07    3.47 |    2.16    0.9     94     3 |    0.02   0.01   0.05   0.00
0  2.90e+07    3.47 |    1.69    1.1     97     3 |    0.02   0.04  -0.03   0.00
0  2.90e+07    3.47 |    2.73    0.9     95     2 |    0.02   0.00   0.23   0.00
0  2.90e+07    3.47 |    1.21    0.1     96     3 |    0.02   0.01  -0.01   0.00
0  2.90e+07    3.47 |    2.03    0.9     97     1 |    0.01   0.00  -0.20   0.00
0  2.91e+07    3.47 |    1.17    0.1     97     3 |    0.02   0.01  -0.03   0.00
0  2.91e+07    3.47 |    1.92    0.8     98     2 |    0.02   0.00   0.12   0.00
0  2.91e+07    3.47 |    2.23    0.8     94     3 |    0.02   0.01  -0.02   0.00
0  2.92e+07    3.47 |    1.22    0.2     96     4 |    0.02   0.00  -0.06   0.00
0  2.92e+07    3.47 |    2.66    0.8     95     3 |    0.02   0.01  -0.01   0.00
0  2.92e+07    3.47 |    2.26    1.1     95     4 |    0.03   0.02  -0.00   0.00
0  2.92e+07    3.47 |    2.73    1.0     95     3 |    0.02   0.01   0.06   0.00
0  2.93e+07    3.47 |    2.18    1.1     96     2 |    0.02   0.02   0.09   0.00
0  2.93e+07    3.47 |    2.41    0.8     98     2 |    0.02   0.00   0.03   0.00
0  2.93e+07    3.47 |    3.09    0.3     96     3 |    0.02   0.00   0.06   0.00
0  2.94e+07    3.47 |    2.11    0.9     96     2 |    0.02   0.00   0.09   0.00
0  2.94e+07    3.47 |    1.20    0.1     96     2 |    0.02   0.00  -0.09   0.00
0  2.94e+07    3.47 |    2.56    1.0     97     4 |    0.01   0.02  -0.01   0.00
0  2.94e+07    3.47 |    2.34    1.1     94     3 |    0.02   0.01  -0.01   0.00
0  2.95e+07    3.47 |    2.21    1.1     96     4 |    0.02   0.03   0.06   0.00
0  2.95e+07    3.47 |    1.65    0.8     96     2 |    0.02   0.00   0.10   0.00
0  2.95e+07    3.47 |    1.59    0.7     97     3 |    0.02   0.00  -0.14   0.00
0  2.95e+07    3.47 |    2.28    1.0     94     1 |    0.02   0.00   0.07   0.00
0  2.96e+07    3.47 |    1.73    1.0     96     3 |    0.02   0.01  -0.02   0.00
0  2.96e+07    3.47 |    1.17    0.1     97     3 |    0.02   0.01   0.06   0.00
0  2.96e+07    3.47 |    1.71    0.9     96     2 |    0.02   0.00  -0.10   0.00
0  2.97e+07    3.47 |    2.13    0.9     96     3 |    0.02   0.00  -0.02   0.00
0  2.97e+07    3.47 |    1.69    0.9     96     3 |    0.02   0.01   0.05   0.00
0  2.97e+07    3.47 |    1.52    0.6     98     3 |    0.02   0.00   0.17   0.00
0  2.97e+07    3.47 |    1.60    0.7     97     2 |    0.02   0.01  -0.00   0.00
0  2.98e+07    3.47 |    2.91    1.1     95     4 |    0.02   0.00   0.08   0.00
0  2.98e+07    3.47 |    2.57    0.8     96     3 |    0.02   0.02   0.00   0.00
0  2.98e+07    3.47 |    1.82    1.0     95     3 |    0.02   0.00  -0.03   0.00
0  2.99e+07    3.47 |    1.73    0.9     96     3 |    0.02   0.01  -0.06   0.00
0  2.99e+07    3.47 |    2.60    0.9     97     3 |    0.02   0.00   0.08   0.00
0  2.99e+07    3.47 |    1.81    0.8     94     2 |    0.02   0.02   0.03   0.00
0  2.99e+07    3.47 |    1.53    0.7     99     1 |    0.02   0.00  -0.08   0.00
0  3.00e+07    3.47 |    1.26    0.1     96     3 |    0.02   0.01   0.07   0.00
0  3.00e+07    3.47 |    2.22    1.0     96     3 |    0.02   0.03  -0.08   0.00
0  3.00e+07    3.47 |    2.03    0.7     97     3 |    0.02   0.01  -0.10   0.00
0  3.01e+07    3.47 |    1.84    1.0     95     3 |    0.02   0.03  -0.05   0.00
0  3.01e+07    3.47 |    1.80    0.9     95     2 |    0.02   0.00   0.10   0.00
0  3.01e+07    3.47 |    2.37    1.0     94     0 |    0.02   0.02  -0.07   0.00
0  3.01e+07    3.47 |    2.40    1.1     94     2 |    0.02   0.01  -0.09   0.00
0  3.02e+07    3.47 |    1.92    1.1     94     3 |    0.02   0.00   0.05   0.00
0  3.02e+07    3.47 |    1.75    0.9     96     4 |    0.02   0.02   0.01   0.00
0  3.02e+07    3.47 |    1.57    0.7     98     3 |    0.02   0.03   0.04   0.00
0  3.03e+07    3.47 |    2.53    1.2     92     1 |    0.02   0.01  -0.02   0.00
0  3.03e+07    3.47 |    1.49    0.7    100     2 |    0.02   0.03   0.06   0.00
0  3.03e+07    3.47 |    2.16    1.1     97     3 |    0.02   0.01  -0.00   0.00
0  3.03e+07    3.47 |    2.18    0.9     96     3 |    0.02   0.01  -0.09   0.00
0  3.04e+07    3.47 |    3.44    0.4     94     3 |    0.02   0.00   0.03   0.00
0  3.04e+07    3.47 |    2.28    1.2     96     3 |    0.02   0.04   0.03   0.00
0  3.04e+07    3.47 |    3.19    0.4     96     4 |    0.02   0.00  -0.12   0.00
0  3.05e+07    3.47 |    2.07    0.9     98     2 |    0.02   0.01  -0.04   0.00
0  3.05e+07    3.47 |    2.12    1.0    100     3 |    0.02   0.02   0.05   0.00
0  3.05e+07    3.47 |    1.92    0.9     93     1 |    0.02   0.00   0.09   0.00
0  3.05e+07    3.47 |    1.81    0.7     94     3 |    0.02   0.02   0.09   0.00
0  3.06e+07    3.47 |    2.58    0.9     99     2 |    0.02   0.02  -0.04   0.00
0  3.06e+07    3.47 |    2.39    1.2     98     4 |    0.02   0.17  -0.07   0.00
0  3.06e+07    3.47 |    1.80    1.0     99     3 |    0.02   0.12   0.12   0.00
0  3.07e+07    3.47 |    1.79    1.2    101     4 |    0.02   0.22   0.08   0.00
0  3.07e+07    3.47 |    1.75    0.8     98     4 |    0.02   0.13   0.07   0.00
0  3.07e+07    3.47 |    2.78    0.8     97     3 |    0.02   0.12   0.11   0.00
0  3.07e+07    3.47 |    1.76    0.8     97     1 |    0.02   0.23  -0.18   0.00
0  3.08e+07    3.47 |    1.80    0.9     96     3 |    0.02   0.15  -0.08   0.00
0  3.08e+07    3.47 |    1.22    0.1     98     3 |    0.02   0.05   0.13   0.00
0  3.08e+07    3.47 |    3.46    0.4     95     3 |    0.02   0.05   0.03   0.00
0  3.09e+07    3.47 |    2.46    1.0     94     1 |    0.02   0.05   0.06   0.00
0  3.09e+07    3.47 |    1.62    0.8     99     1 |    0.02   0.03  -0.09   0.00
0  3.09e+07    3.47 |    1.63    0.9    100     2 |    0.02   0.09   0.10   0.00
0  3.09e+07    3.47 |    1.93    1.1     95     4 |    0.02   0.05  -0.07   0.00
0  3.10e+07    3.47 |    2.30    1.0     96     2 |    0.02   0.09   0.01   0.00
0  3.10e+07    3.47 |    1.71    0.7     97     2 |    0.01   0.05  -0.06   0.00
0  3.10e+07    3.47 |    2.38    1.1     96     3 |    0.02   0.11  -0.09   0.00
0  3.10e+07    3.47 |    1.30    0.1     96     3 |    0.02   0.11  -0.13   0.00
0  3.11e+07    3.47 |    2.23    0.8     96     3 |    0.02   0.03   0.05   0.00
0  3.11e+07    3.47 |    2.27    0.9     96     3 |    0.02   0.07   0.06   0.00
0  3.11e+07    3.47 |    2.36    1.0     96     2 |    0.02   0.09   0.05   0.00
0  3.12e+07    3.47 |    2.30    1.1     97     4 |    0.02   0.12  -0.06   0.00
0  3.12e+07    3.47 |    1.21    0.1     99     1 |    0.02   0.16  -0.11   0.00
0  3.12e+07    3.47 |    1.35    0.1     96     2 |    0.02   0.11  -0.17   0.00
0  3.13e+07    3.47 |    2.38    1.2     97     3 |    0.02   0.10   0.12   0.00
0  3.13e+07    3.47 |    2.80    1.0     98     4 |    0.02   0.14  -0.05   0.00
0  3.13e+07    3.47 |    2.31    1.3     96     4 |    0.02   0.19   0.07   0.00
0  3.13e+07    3.47 |    2.75    0.9     95     1 |    0.02   0.12  -0.09   0.00
0  3.14e+07    3.47 |    2.38    1.0     92     2 |    0.02   0.04   0.10   0.00
0  3.14e+07    3.47 |    1.76    0.8     94     2 |    0.02   0.07  -0.08   0.00
0  3.14e+07    3.47 |    2.60    0.7     95     3 |    0.02   0.05   0.00   0.00
0  3.15e+07    3.47 |    1.55    0.7     98     1 |    0.02   0.09  -0.01   0.00
0  3.15e+07    3.47 |    1.66    0.7     96     3 |    0.02   0.11   0.02   0.00
0  3.15e+07    3.47 |    1.69    1.0     97     3 |    0.02   0.10   0.06   0.00
0  3.15e+07    3.47 |    1.57    0.6     97     4 |    0.02   0.08  -0.08   0.00
0  3.16e+07    3.47 |    2.10    0.8     96     2 |    0.02   0.10   0.02   0.00
0  3.16e+07    3.47 |    2.12    0.9     96     3 |    0.02   0.09  -0.09   0.00
0  3.16e+07    3.47 |    2.56    0.7     96     1 |    0.02   0.08   0.13   0.00
0  3.17e+07    3.47 |    1.97    0.9     99     2 |    0.02   0.04   0.15   0.00
0  3.17e+07    3.47 |    1.61    0.7     96     3 |    0.02   0.18  -0.23   0.00
0  3.17e+07    3.47 |    2.70    0.8     94     1 |    0.02   0.12  -0.03   0.00
0  3.17e+07    3.47 |    1.72    1.2     98     4 |    0.02   0.18  -0.15   0.00
0  3.18e+07    3.47 |    1.78    1.0     95     4 |    0.02   0.15  -0.18   0.00
0  3.18e+07    3.47 |    2.03    0.8     96     3 |    0.02   0.08  -0.12   0.00
0  3.18e+07    3.47 |    1.95    0.7     97     2 |    0.02   0.14   0.03   0.00
0  3.18e+07    3.47 |    1.87    0.7     99     2 |    0.02   0.13  -0.10   0.00
0  3.19e+07    3.47 |    2.65    0.9     95     3 |    0.02   0.08   0.14   0.00
0  3.19e+07    3.47 |    2.10    0.8     95     3 |    0.02   0.17   0.10   0.00
0  3.19e+07    3.47 |    2.33    1.0     93     1 |    0.02   0.08   0.07   0.00
0  3.20e+07    3.47 |    2.11    0.8     95     3 |    0.02   0.17  -0.08   0.00
0  3.20e+07    3.47 |    2.26    1.1     94     2 |    0.02   0.16  -0.02   0.00
0  3.20e+07    3.47 |    2.14    1.0     96     1 |    0.02   0.25  -0.04   0.00
0  3.20e+07    3.47 |    1.16    0.1     97     3 |    0.02   0.17   0.05   0.00
0  3.21e+07    3.47 |    1.70    0.9     96     3 |    0.02   0.14  -0.01   0.00
